cons_id,def_id,english,arabic
8060,124334,PatientID,رقم هوية المريض
8061,124335,Patients,المرضي
8062,,Patients (patients),
8063,124336,Patients Processed,المرضي المعالجين
8064,,Patients with debt,
8065,,Patient’s health status,
8066,,Paused status checks.,
8067,124337,Pay,دفع
8068,124338,"Pay attention to the ""Done with"" checkboxes.  After the insurances are marked complete then we will start asking the patient to pay the remaining balance; if you fail to mark all of the insurances complete then the remaining amount will not be collected!  Also if there is a balance that the patient should pay, then set the due date appropriately, as this will affect the language that appears on patient statements.","اعط اهتماما لخانة تأشير المعلمة ب ""تم مع"". كل الدفعات التأمينية المتبقية علي المريض لن تحّصل اذا تم تجاهل هذا اﻹختيار."
8069,,"Pay attention to the 'Done with' checkboxes. After the insurances are marked complete then we will start asking the patient to pay the remaining balance; if you fail to mark all of the insurances complete then the remaining amount will not be collected! Also if there is a balance that the patient should pay, then set the due date appropriately, as this will affect the language that appears on patient statements.",
8070,,Pay Date,
8071,124339,Pay Date:,تاريخ الدفع :
8072,,Pay Invoice,
8073,,Pay Now,
8074,,Pay Previous Balance,
8075,124340,Pay Status,حالة الدفع
8076,124341,Payee Name,اسم المدفوع له
8077,124342,Payer,الدافع
8078,,Payer ID,
8079,,Payer Id For Eligibility,
8080,,Payer ID For Encounter Claims,
8081,,Payer Name,
8082,124343,Payer Type,نوع الدافع
8083,124344,Paying,جاري الدفع
8084,,Paying Amount,
8085,124345,Paying Entity,كيان دافع
8086,124346,Payment,مدفوعة
8087,124347,payment,مدفوعة
8088,124348,Payment Adjustment Code,رمز تعديل المدفوعة
8089,124349,Payment against,المدفوع لأجل
8090,124350,Payment Amount,المبلغ المدفوع
8091,124351,Payment Amount must be Numeric,المبلغ المدفوع يجب ان يكون رقماَ
8092,124352,Payment Category,صنف الدفع
8093,,Payment date,
8094,124353,Payment Date,تاريخ الدفع
8095,124354,payment entered on,تم إدخال الدفع بتاريخ
8096,124355,Payment From,تم الدفع من
8097,124356,Payment Gateways,ممرات الدفع
8098,,Payment Information,
8099,124357,Payment Ins,دفع التأمين
8100,124358,Payment List,قائمة الدفع
8101,124359,Payment Method,طريقة الدفع
8102,,Payment note,
8103,,Payment Processing,
8104,124360,Payment Sort By,إفرز الدفع بواسطة
8105,124361,Payment Status,حالة الدفع
8106,,"Payment successfully sent for authorization. You will be notified when payment is posted. Until payment is accepted and you are notified, you may resubmit this payment at anytime with new amounts or different credit card. Thank you",
8107,,Payment successfully sent for review and posting to your account.,
8108,,Payment Tracking Id,
8109,124362,Payment Type,نوع الدفع
8110,,Payment Validated: Save?,
8111,,Payment value for code,
8112,124363,Payment value for code ,قيمة الدفع بالرمز
8113,,Payment was successfully authorized and charged. Thank You.,
8114,,Payment was successfully authorized and your card is charged.,
8115,124364,Payments,مدفوعات
8116,,Payor,
8117,,Payor ID,
8118,,Payor/Carrier Code,
8119,124365,PCP,طبيب الرعاية الأولية
8120,124366,Pct (%) of rows,نسبة الصفوص
8121,,PD-D{{abbreviation for Binocular Pupillary Diameter - Distance}},
8122,,PD-N{{abbreviation for Binocular Pupillary Diameter - Near}},
8123,124367,PDF,ملف PDF
8124,,"PDF buttons will save, mark claim reviewed and download claim",
8125,,PDF Document,
8126,,PDF Document Parse Error and not included. Check if included in archive.,
8127,,PDF Download Selected,
8128,124368,PDF Download Selected Statements,نزل البيانات المختارة بصيغة PDF
8129,,PDF Language,
8130,,Pdf With Form,
8131,,Pdf Without Form,
8132,,PD{{Inter-pupillary distance}},
8133,,PD{{pupillary distance}},
8134,,Pediatric BMI Percentile,
8135,,Pediatric Head Circumference Percentile,
8136,,Pediatric Height Weight Percentile,
8137,124369,Pelvis and buttock,الحوض و المؤخرة
8138,124370,Pemphigus,شبيه الفقاع
8139,,Pencil,
8140,,pend,
8141,124371,Pending,معلق
8142,,Pending Action,
8143,,Pending Approval,
8144,,Pending Auth since,
8145,,Pending Documents,
8146,124372,Pending F/U,متابعة معلقة
8147,124373,Pending followup,متابعة معلقة
8148,124374,Pending Followup from Results,متابعة معلقة من النتائج
8149,,Pending investigation,
8150,124375,Pending Orders,أوامر معلقة
8151,124376,Pending Res,حجز معلّق
8152,124377,Pending Review,مراجعة معلقة
8153,124378,Pending Rx Count,تعداد الوصفة معلق
8154,,Pending since,
8155,,Penicillin Allergy,
8156,124379,Pennington Firm OpenEMR  v,شركة بنينجتون
8157,124380,Peptic Ulcer Disease,قرحه المعدة
8158,124381,Per Encounter,لكل زيارة
8159,124382,per min,لكل دقيقة
8160,124383,Per Nostril,لكل فتحة انف
8161,124384,per nostril,لكل فتحة انف
8162,124385,Per Oris,عن طريق الفم
8163,124386,per oris,عن طريق الفم
8164,124387,Per Rectum,عن طريق الشرج
8165,124388,per rectum,عن طريق الشرج
8166,124389,Percent,نسبة
8167,,Percentage,
8168,,Percentage of Patients to Drug Test,
8169,,Percentage of Patients to select for Random Drug Testing.,
8170,124390,Percentile,نسبوي
8171,124391,Perforated Right:,مثقوب يمينا:
8172,124392,Perform Search,أجر البحث
8173,124393,Perform this action,أجر هذا الفعل
8174,124394,Performance Percentage,نسبة الأداء
8175,,performed,
8176,,Performer,
8177,124395,Performing Laboratory Facility,منشأة المعمل المؤدي
8178,,Performing organization,
8179,124396,Period,فتره زمنية
8180,124397,Period in days where a user may login with an expired password.,المدة (باليوم) المسموح للمستخدم الدخول بكلمة سر منتهية الصلاحية
8181,124398,Perioperative Care,العناية المتعلقة بالجراحة
8182,,Periph,
8183,124399,Peripheral,طرفي
8184,,Periph{{peripheral retina}},
8185,,Periph{{periphery}},
8186,124400,Permit unsalted passwords,اسمح لكلمات السر السهلة
8187,124401,Persian,فارسي
8188,,Persian (Farsi),
8189,,Persist Login,
8190,124402,Person,شخص
8191,124403,Personalize,حسب الطلب
8192,,"Persons needing a recall, no appt scheduled yet",
8193,,"Persons needing a recall, no appt scheduled yet.",
8194,124404,PG,ما بعد التخرّج
8195,124405,Pharm,دوائي
8196,124406,Pharm Com Count,تعداد أدوية الصيدلية
8197,124407,Pharmacies,صيدليات
8198,,Pharmacies Imported,
8199,124408,Pharmacy,صيدلية
8200,124409,Pharmacy Dispensary,صيدلية بائعة للدواء
8201,,Pharmacy Dispensary (drugs),
8202,,Pharmacy Id,
8203,,Pharmacy Import / Update,
8204,,Pharmacy Import not authorized,
8205,,Pharmacy missing NCPDP ID or less than 7 digits,
8206,,Pharmacy missing NPI  or less than 10 digits,
8207,,Pharmacy not assigned to the patient,
8208,124410,Pheumothorax,الاسترواح الصدري
8209,,phiMail Allow CCD Send,
8210,,phiMail Allow CCR Send,
8211,124411,phiMail Message Check Interval (minutes),phiMail فاصل زمني بين جلب الرسائل
8212,124412,phiMail notification user,phiMail مستخدم التنبيهات
8213,124413,phiMail Password,phiMail كلمة السر ل
8214,124414,phiMail Server Address,phiMail عنوان الخادم
8215,124415,phiMail Username,phiMail اسم المستخدم
8216,,PHIN Questions,
8217,124416,Phone,هاتف
8218,,Phone Biz,
8219,124417,Phone call list,قائمة اتصال الهاتف
8220,,Phone Call List,
8221,124418,Phone Call List report,تقرير قائمة اتصال الهاتف
8222,,Phone call made by,
8223,,Phone Cell,
8224,,Phone Contact,
8225,124419,Phone Gateway Password,كلمة سر ممر الهاتف
8226,124420,Phone Gateway URL,عنوان ممر الهاتف
8227,124421,Phone Gateway Username,إسم مستخدم ممر الهاتف
8228,,Phone Home,
8229,124422,Phone Notification Hour,ساعة إعلام الهاتف
8230,,Phone number,
8231,124423,Phone Number,رقم الهاتف
8232,,Phone number for billing inquiries,
8233,,Phone Number for Vendor Support that Appears on the About Page.,
8234,,Phone(W),
8235,124424,Photophobia,رهاب الضوء
8236,124425,Photos,صور
8237,124426,PHP compressed,PHP مضغوط
8238,124427,PHP CURL module should be enabled in your server.,PHP CURL يجب ان يكون مفعلا فى خادمك
8239,,PHP Default,
8240,124428,PHP extracted,PHP تم فك الضغط عنه
8241,124429,php-GACL access controls are turned off,php-GACL تحكمات وسيلة الوصول مغلقة
8242,124430,PHP-gacl is not installed,PHP-gacl غير مثبّت
8243,124431,Physical Exam,فحص جسدي
8244,,Physician,
8245,124432,Physician Request,طلب الطبيب
8246,124433,Physician Signature,توقيع الطبيب
8247,,Physician Type,
8248,,Physician's UPIN,
8249,124434,Physicians,أطباء
8250,,PH{{pinhole acuity}},
8251,,PH{{Pinhole Vision}},
8252,,PH{{Pinhole}},
8253,124435,pick,إنتقي
8254,124436,Pick,إنتقي
8255,124437,Pick a CSS theme.,إنتقي تصميم ال CSS
8256,,Pick a general theme (need to logout/login after change this setting).,
8257,,Pick a general theme (need to logout/login after changing this setting).,
8258,124438,PID,مَرَضٌ الْتِهابِيٌّ حَوضِيّ
8259,,Pid,
8260,124439,PID (Pelvic Inflammatory Disease),مَرَضٌ الْتِهابِيٌّ حَوضِيّ
8261,124440,Pill Size,حجم حبة الدواء
8262,124441,Pills,حبوب الدواء
8263,,Pinhole Vision,
8264,,Place of Employment-Worksite,
8265,124442,Place the database zip file in the following directory if want the option to install,ضع ملف قاعدة البيانات المضغوط فى المجلد التالي اذا كنت تريد إختيار التثبيت
8266,124443,Place the downloaded ICD 10 database zip files into the following directory,ضع الملف المنزّل قاعدة بيانات ICD 10 المضغوط فى المجلد التالي
8267,124444,Place the downloaded ICD 9 database zip file into the following directory,ضع الملف المنزّل قاعدة بيانات ICD 9 المضغوط فى المجلد التالي
8268,124445,Place the downloaded RxNorm database zip file into the following directory,ضع الملف المنزّل قاعدة بيانات RxNorm المضغوط فى المجلد التالي
8269,124446,Place the downloaded Snomed database zip file into the following directory,ضع الملف المنزّل قاعدة بيانات Snomed المضغوط فى المجلد التالي
8270,,Place the downloaded VALUESET database zip file into the following directory,
8271,,Place your logo in sites/default/images and type the filename including gif extension here.,
8272,124447,Placeholder,ماسك المكان
8273,124448,Placeholder (Maintains empty ACLs),ماسك المكان (يعتني بACLs فارغة)
8274,,Placeholder (Maintains empty ACLs) (filler),
8275,,Placeholder (placeholder),
8276,124449,Plain Text,نص صِرف
8277,124450,Plan,خطة
8278,,Plan Added Successfully,
8279,,Plan Already in list_options,
8280,,Plan copay if known,
8281,,Plan Description,
8282,124451,Plan Name,إسم الخطة
8283,,Plan Name Already Exists,
8284,,Plan Name Already Taken,
8285,,Plan Name Missing,
8286,,Plan of Care,
8287,,Plan of Care Type,
8288,124452,Plan Set,مخططات
8289,,Plan Status Changed,
8290,,Plan Status Failed to Change,
8291,,Plan Type,
8292,,Plan Updated Successfully,
8293,124453,Plan:,خطة:
8294,,Planned Activity,
8295,,Planned Date,
8296,124454,Plans,خطط
8297,,Plans Configuration,
8298,124455,Player,لاعب
8299,124456,Playing Position,موقع اللعب
8300,,Please answer all of the questions,
8301,124457,Please call if any of the above information is incorrect,الرحاء اﻹتصال اذا كانت المعلومات أعلاه غير صحيحة
8302,,Please call if any of the above information is incorrect.,
8303,,Please call or message if any of the above information is incorrect.,
8304,,Please call our office to schedule,
8305,124458,Please change your password.,الرجاء تغيير كلمة السر
8306,124459,Please Choose a file,الرجاء إختر ملف
8307,124460,Please choose a patient,الرجاء إختر مريض
8308,124461,Please choose a valid selection from the list.,الرجاء إختر مختارات مقبولة من القائمة
8309,124462,Please choose a valid selection.,الرجاء إختر مختارات مقبولة
8310,124463,Please choose a value for,الرجاء إختر قيمة ل
8311,124464,"Please choose date range criteria above, and click Refresh to view results.",الرجاء إختر مجال التاريخ أعلاه ثم اضغط على التنشيط لمشاهدة النتائج
8312,124465,Please choose the proper formatted EDI-271 file,الرجاء إختر ملف EDI-271 معالج جيداَ
8313,124466,Please Click download button to download the De Identified data,اضغط زر التنزيل لتنزيل البيانات ممسوحة الهوية
8314,124467,Please Click download button to download the Re Identified data,اضغط زر التنزيل لتنزيل البيانات معاده تعريف الهوية
8315,,Please click on Openings to select a time.,
8316,124468,Please close this window.,الرجاء إغلاق هذة النافذة.
8317,124469,Please compare the new name,الرجاء مقارنة اﻹسم الجديد
8318,,Please Confirm,
8319,,Please consider sending in a donation to,
8320,,Please contact your provider.,
8321,,Please contact your providers office with the following account information,
8322,,"Please contact your systems administrator, the following component(s) are required but are missing.",
8323,,Please correct the value(s) before proceeding!,
8324,124470,Please create the following directory before proceeding,الرجاء إنشاء الملف التالي قبل المضي قدماَ
8325,,Please delete characters,
8326,124471,Please do not accept this prescription unless it was received via facimile.,الرجاء عدم قبول هذة الوصفة الا فى حال استلامها بالفاكس
8327,124472,Please do not accept this prescription unless it was received via facsimile.,الرجاء عدم قبول هذة الوصفة الا فى حال استلامها بالفاكس
8328,124473,"Please do NOT use your browsers stop or reload button while this page is running unless more than 10 minutes have elapsed, this will not cause the process to  stop on the server and will consume uneccesary resources.",الرجاء عدم إستخدام زر الإيقاف او إعادة التحميل بمتصفحك الا فى حالة التوقف أكثر من 10 دقائق
8329,124474,PLEASE ENABLE CURL EXTENSION,الرجاء تمكين إضافة CURL
8330,124475,PLEASE ENABLE OPENSSL EXTENSION,الرجاء تمكين إضافة OPENSSL
8331,124476,PLEASE ENABLE SOAP EXTENSION,الرجاء تمكين إضافة SOAP
8332,124477,PLEASE ENABLE XML EXTENSION,الرجاء تمكين إضافة XML
8333,,"Please ensure that there is only one image file - jpeg, png or bmp in the Patient Photograph folder",
8334,124478,Please enter a date for Last Reviewed.,الرجاء إدخال تاريخ لاخر مراجعة
8335,124479,Please enter a date.,الرجاء ادخال التاريخ
8336,,Please enter a dollar amount using only numbers and a decimal point.,
8337,124480,Please enter a due date,الرجاء ادخال التاريخ المتوقع
8338,,Please enter a enter valid range,
8339,124481,Please enter a message,الرجاء ادخال الرسالة
8340,124482,Please enter a monetary amount using only numbers and a decimal point.,الرجاء ادخال القيمة المادية بإستخدام اﻷرقام و الفواصل فقط
8341,,Please enter a name for this key.,
8342,124483,Please Enter a New Password,الرجاء ادخال كلمة سر جديدة
8343,,Please enter a payment amount,
8344,124484,Please enter a title!,الرجاء ادخال العنوان!
8345,,Please enter a username of 12 to 80 characters. Recommended to include symbols and numbers but not required.,
8346,124485,Please enter a valid Direct Address above.,الرجاء ادخال عنواناَ صالحاَ أعلاه
8347,,Please enter at least the item's name,
8348,,Please enter at least the track's name,
8349,,Please enter card comfirmation authorization,
8350,124486,Please enter correct Re Identification code,الرجاء ادخال رمزاَ صالحاَ ﻹعادة التعريف
8351,,Please Enter End Date greater than Begin Date!,
8352,,Please enter more characters,
8353,,Please Enter New Credentials,
8354,124487,Please enter new search string,الرجاء ادخال طلب بحث جديد
8355,124488,Please enter the correct Re Identification code,الرجاء ادخال رمزاَ صالحاَ ﻹعادة التعريف
8356,124489,Please enter the password,الرجاء ادخال كلمة السر
8357,,Please fill in credit information and send for review.,
8358,,Please fill out facility city properly,
8359,,Please fill out facility fax properly,
8360,,Please fill out facility name properly,
8361,,Please fill out facility phone properly,
8362,,Please fill out facility postal code properly,
8363,,Please fill out facility state properly,
8364,,Please fill out facility street properly,
8365,124490,Please Fill the Check Number,الرجاء إكمال رقم الشيك
8366,,Please Fill the Check or Reference Number,
8367,124491,Please Fill the Check/Ref Number,الرجاء إكمال رقم الشيك/المرجع
8368,124492,Please Fill the Date,الرجاء إكمال التاريخ
8369,124493,Please Fill the Payment Amount,الرجاء إكمال مبلغ الدفع
8370,124494,Please Fill the Payment Category,الرجاء إكمال مجموعة الدفع
8371,124495,Please Fill the Payment From,الرجاء إكمال طلب الدفع
8372,124496,Please Fill the Post To Date,الرجاء إكمال احجز ليوم
8373,124497,Please fill them in before continuing.,الرجاء الإكمال قيل المضي قدماَ
8374,,Please follow up.,
8375,,Please give this key a name,
8376,,Please ignore this email if you did not make this request,
8377,,Please ignore this email if you did not make this request.,
8378,124498,Please indicate visit reason,الرجاء إضافة سبب الزيارة
8379,124499,"Please input search criteria above, and click Submit to start report.",الرجاء إضافة معايير البحث أعلاه ثم اضغط إرسال لبدء التقرير
8380,124500,"Please input search criteria above, and click Submit to view results.",الرجاء إضافة معايير البحث أعلاه ثم اضغط إرسال لرؤية النتائج
8381,124501,"Please input search criteria above, and click Submit to view results. (Results will be displayed in a pop up window)",الرجاء إضافة معايير البحث أعلاه ثم اضغط إرسال لرؤية النتائج (سيتم عرض النتائج في نافذة جديدة)
8382,124502,Please login again.,الرجاء الولوج ثانيا
8383,124503,"Please note that this can take a very long time, up to several minutes, your web browser may not appear very active during this time but generating a bill is a  complicated process and your web browser is merely waiting for more information.",الرجاء الإنتباه إلي ان هذا قد يأخد وقتا طويلا بالدقائق و قد يبدو متصفحك غير مستجيب و لكن إنشاء الفواتير عملية معقدة
8384,,"Please note, this message was received empty and is not an error.",
8385,124504,Please Note: constants are case sensitive and any string is allowed.,الرجاء الإنتباه: الثوابت حساسة لحالة الحرف (مطبق علي الإنجليزية)
8386,124505,Please only use alphabetic characters,الرجاء إستخدام اﻷحرف الكتابية فقط
8387,124506,Please only use alphabetic characters with no spaces,الرجاء إستخدام اﻷحرف الكتابية فقط بدون مسافات
8388,124507,Please pay this amount,الرجاء دفع هذا المبلغ
8389,124508,Please place your install files in following directory,الرجاء ضع ملفات التثبيت في المجلد التالي
8390,,Please provide a valid e-mail address to proceed,
8391,,Please provide a valid email address,
8392,124509,Please refer to,الرجاء حول الي
8393,124510,Please reset the password.,الرجاء تصفير كلمة السر
8394,,Please resolve errors and resubmit order.,
8395,124511,Please restart the apache server before playing with de-identification,الرجاء اعادة تشغيل خادم اﻷباتشي قبل تجربة الغاء الهوية
8396,,Please return this bottom part with your payment,
8397,,Please see forum and wiki,
8398,,Please see forum or wiki,
8399,,Please see http://www.open-emr.org/wiki/index.php/LBV_Forms for more on this topic,
8400,,Please see the attached PDF.,
8401,124512,Please Select,الرجاء إختيار
8402,,Please select a default provider.,
8403,,Please select a format,
8404,124513,Please select a language,الرجاء إختيار اللغة
8405,124514,Please Select a Patient.,الرجاء إختيار المريض
8406,124515,"Please select a Primary Business Entity facility with 'Tax ID' as your facility Tax ID. If you are an individual practitioner, use your tax id. This is used for identifying you in the NewCrop system.",الرجاء إختيار منشأة العمل الرئيسيه مع رقم هويه الضريبة لتعريفها كرمزك الضريبي ولكن ان كنت بمفردك (كعيادة) فإستخدم رقمك الضريبي الخاص
8407,,"Please select a Primary Business Entity facility with 'Tax ID' as your facility Tax ID. If you are an individual practitioner, use your tax id. This is used for identifying you in the NewCrop system.",
8408,,Please select a procedure provider,
8409,124516,Please Select A Recipient,الرجاء إختيار المريض
8410,,Please Select a Recipient for Message.,
8411,124517,Please select a start date and end date,الرجاء إختيار تاريخ البدء و الإنتهاء
8412,124518,Please select a valid recipient,الرجاء إختيار مستفيد قيّم
8413,,Please Select an Active Group,
8414,,Please select an adjustment reason for code,
8415,124519,Please select an adjustment reason for code ,الرجاء إختيار سبب تغيير الرمز
8416,,Please select an answer,
8417,124520,Please select an event,الرجاء إختيار الحدث
8418,,Please select an item that has more data,
8419,124521,Please select any Search Option.,الرجاء إختيار خيار للبحث
8420,,Please select at least one criteria to download,
8421,,Please select at least one patient.,
8422,124522,Please select at least one prescription!,الرجاء إختيار وصفة واحدة علي اﻷقل!
8423,,Please select encounter,
8424,,Please select From date,
8425,,Please select image procedure,
8426,,Please select message(s) to delete,
8427,,Please select procedure,
8428,124523,Please select the desired pages to copy or forward:,الرجاء إختيار الصفحات المختارة للنسخ او التحويل:
8429,124524,Please Select the Payment Method,الرجاء إختيار طريقة الدفع
8430,,Please select the prior release you are converting from,
8431,,Please select To date,
8432,124525,Please Select Type Of Payment.,الرجاء إختيار نوعية الدفع
8433,,Please select visit category,
8434,124526,"Please select X12 partner, required to create the 270 batch","الرجاء إختيار شريك X12, المطلوب لتكوين جمله ال 270"
8435,124527,Please set,الرجاء ضبط
8436,124528,Please set de_identification_config variable back to zero,الرجاء ضبط إعداد إلغاء الهوية الي الصفر ثانيا
8437,,Please set pharmacy in patient's chart!,
8438,,Please Specify at least One Direct Address,
8439,,Please specify Void Notes.,
8440,,Please specify Void Reason.,
8441,124529,Please start new De Identification process,الرجاء البدء بعملية جديدة ﻹلغاء الهوية
8442,,Please supply a heading,
8443,,Please take action to prevent being logged out!,
8444,,Please try again or contact the providers office for further assistance.,
8445,124530,"Please upgrade OpenEMR Database to include De Identification procedures, function, tables",الرجاء ترقية قاعدة بيانات البرنامج لتشمل إجراءات إلغاء الهوية
8446,,Please use valid NPI,
8447,124531,Please view De Identification error log table for more details,الرجاء الإطلاع علي تسجيل جدول الخطأ لإجراءات إلغاء الهوية
8448,124532,Please visit De Identification screen after some time,الرجاء زيارة شاشة إجراءات إلغاء الهوية بعد بعض الوقت
8449,124533,Please visit Re Identification screen after some time,الرجاء زيارة شاشة إجراءات إعادة الهوية بعد بعض الوقت
8450,124534,Please visit the screen after some time,الرجاء زيارة الشاشة بعد بعض الوقت
8451,,Please wait,
8452,,Please wait...,
8453,,Plot item,
8454,,Plot selected Items,
8455,124535,Plural,جمع
8456,,plus 1 year,
8457,,plus 2 years,
8458,,plus 3 years,
8459,124536,PM,مساءً
8460,124537,PM Program,البرنامج المسائي
8461,,PMH,
8462,,PMH Dx,
8463,,PMH{{Past Medical History}},
8464,,PMSFH Panel,
8465,,PMSFH{{Abbreviation for Past medical Surgical Family and Social History}},
8466,124538,Pmt Method,طريقة الدفع
8467,124539,PND,ضيقُ النَّفَسِ اللَّيلِيُّ الانْتِيابِيّ
8468,124540,Pneumococcal Conjugate 1,مترافق المُكَوَّاراتِ الرِّئَوِيَّة 1
8469,124541,Pneumococcal Conjugate 2,مترافق المُكَوَّاراتِ الرِّئَوِيَّة 2
8470,124542,Pneumococcal Conjugate 3,مترافق المُكَوَّاراتِ الرِّئَوِيَّة 3
8471,124543,Pneumococcal Conjugate 4,مترافق المُكَوَّاراتِ الرِّئَوِيَّة 4
8472,124544,Pneumococcal Vaccine,تطعيم المُكَوَّاراتِ الرِّئَوِيَّة
8473,124545,Pneumonia Vaccination,تطعيم ذاتُ الرّئَة
8474,124546,Pneumonia Vaccination Status for Older Adults,حالة تطعيم ذاتُ الرّئَة للبالغين
8475,124547,Pneumonia Vaccination Status for Older Adults (CQM),حالة تطعيم ذاتُ الرّئَة للبالغين (CQM)
8476,124548,Podiatric,طب اﻷقدام
8477,,Podiatry,
8478,,POH{{Past Ocular History}},
8479,124549,Point of Service (POS),نقطة الخدمة
8480,,"Point to a custom user manual. Leave blank for the default, auto-generated URL for specific version of application",
8481,124550,Policy,بوليصة
8482,,Policy Begin Date,
8483,,Policy effective date,
8484,124551,Policy No,رقم البوليصة
8485,124552,Policy Number,رقم البوليصة
8486,124553,Polish,بولندي
8487,124554,Polydypsia,العطاش
8488,,Polygon,
8489,124555,Polyps,سَلاَئِلُ
8490,124556,Polyuria,بُوال
8491,124557,Poor Appetite,ضعف الشهية
8492,124558,Poor Circulation,دورة ضعيفة
8493,124559,Poor Hearing,سمع ضعيف
8494,,Pop Out,
8495,,Pop Out Full Screen.,
8496,124560,Pop ups need to be enabled to see these reports,خاصية النوافذ المنبثقة يجب ان تفعّل لرؤية هذة التقارير
8497,,Populate Fee Sheet,
8498,124561,Populate the year view with events?,إملأ منظر السنة باﻷحداث؟
8499,124562,Popups,النوافذ المنبثقة
8500,,Port,
8501,124563,Portal,بوابة
8502,,Portal Account Name,
8503,124564,Portal Activity,نشاط البوابة
8504,,Portal Alerts,
8505,,Portal Audits,
8506,,Portal Chats,
8507,,Portal Credential Information,
8508,,Portal Dashboard,
8509,,Portal Document Review,
8510,,Portal ID,
8511,,Portal ID does not match request from portal!,
8512,,Portal Idle Session Timeout Seconds,
8513,,Portal Mail,
8514,,Portal Only,
8515,,Portal password is missing,
8516,,Portal Payments,
8517,,Portal Requests,
8518,,Portal Uses Server Base Path (internal),
8519,,Portrait,
8520,124565,Portuguese,برتغالي
8521,,Portuguese (Angolan),
8522,124566,Portuguese (Brazilian),برتغالي (برازيلي)
8523,124567,Portuguese (European),برتغالي (اوروبي)
8524,124568,POS Code,رمز نقطة الخدمة
8525,,POS Payment,
8526,,POS Payments,
8527,,POS Printer,
8528,,Pos/Abn,
8529,,Position,
8530,,Position of Gaze,
8531,124569,Positive,إيجابي
8532,124570,Positives,إيجابيات
8533,,Possible,
8534,,Post Date,
8535,124571,Post For,إعرض بدلا عن
8536,,Post Item,
8537,124572,Post Nasal Drip,تدفق إفرازات الأنف إلى الخلف
8538,,Post Payment,
8539,124573,Post Payments,ما بعد المدفوعات
8540,124574,Post surgical,ما بعد الجراحة
8541,124575,Post to accounting and mark as billed,أرسل الي المحاسبة و صنف كمفوتر
8542,124576,Post To Date,أرسل الي التاريخ
8543,124577,Post To Date Cannot be greater than Today,أرسل الي التاريخ لا يجوز ان يكون ابعد من اليوم
8544,,Post To Date must be greater than the financial close date.,
8545,124578,Post To Date Must be greater than the Financial Close Date.,أرسل الي التاريخ يجب ان يكون أكبر من تاريخ أغلاق المحاسبة
8546,124579,Post-Abortion Care,عناية ما بعد اﻹجهاض
8547,124580,Post-Abortion Contraception,منع حمل ما بعد اﻹجهاض
8548,124581,Post-Abortion Counseling,إرشاد ما بعد اﻹجهاض
8549,124582,Post-Abortion Followup,متابعة ما بعد اﻹجهاض
8550,124583,Postal,بريدي
8551,124584,Postal Code,الرمز البريدي
8552,124585,Postal code,الرمز البريدي
8553,,Postal Code and Box Number,
8554,124586,PostCalendar,PostCalendar
8555,124587,PostCalendar Administration,إدارة PostCalendar
8556,124588,PostCalendar Category Settings,إعدادات تصنييف PostCalendar
8557,124589,PostCalendar Global Settings,إعدادات العامة PostCalendar
8558,,Postcard,
8559,,POSTCARD,
8560,,Postcard printed by,
8561,,Postcards,
8562,124590,Posted on,تم اﻹرسال بتاريخ
8563,,Posterior Segment,
8564,,Posting,
8565,124591,Posting Date,تاريخ اﻹرسال
8566,,post{{posterior}},
8567,,Pos{{Abbreviation for Position}},
8568,,POS{{Past Ocular Surgery}},
8569,,Potential Acuity,
8570,,Potential Acuity Meter,
8571,124592,Powered by,مشغل ب
8572,124593,PPE + Prev Med/Surg Hx,معدات السلامة الشخصية + التاريخ المرضي الطبي و الجراحي
8573,124594,PQRI,مبادرة اﻹبلغ عن كفائة الطبيب
8574,124595,PQRI Registry ID,رقم التسجيل لمبادرة اﻹبلاغ عن كفائة الطبيب
8575,124596,PQRI Registry Name,إسم التسجيل لمبادرة اﻹبلاغ عن كفائة الطبيب
8576,124597,Practice,ممارسة
8577,124598,Practice Default Setting,الإعدادت الإفتراضية للممارسة
8578,124599,Practice Settings,إعدادت الممارسة
8579,,Practice Settings (practice),
8580,124600,Practitioner,ممارس
8581,,Pre Participation Assessment,
8582,124601,Pre Pay,قبل الدفع
8583,124602,Pre Payment,قبل الدفعة
8584,124603,Pre-Abortion Consultation,إستشارة ما قبل اﻹجهاض
8585,124604,Pre-Abortion Counseling,إرشاد ما قبل اﻹجهاض
8586,,Pre-payment Amount,
8587,124605,Pref Cat,المجموعة المفضّلة
8588,,Preference,
8589,124606,Preferences,التفضيلات
8590,,Preferences updated successfully,
8591,124607,Preferred Event Category,تصنيف الحدث المفضل
8592,124608,Preferred Language,اللغة المفضلة
8593,124609,Preferred Pharmacy,الصيدلية المفضلة
8594,124610,Preferred Provider Organization (PPO),المنظمة المزودة المفضلة
8595,124611,Preg Test,إختبار الحمل
8596,124612,Preliminary,مبدئي
8597,124613,Preparing To Run Report,يتم التجهيز لإعداد التقرير
8598,124614,Prepay,مسبق الدفع
8599,,Prepayment,
8600,,Prepend Blank Row,
8601,124615,Prescription,وصفة دوائية
8602,,Prescription - lists the prescriptions of the current patient,
8603,124616,prescription has reached its limit of,الوصفة الدوائية وصلت الي حدود ال
8604,124617,Prescription History,سرد تاريخ الوصفة الدوائية
8605,124618,Prescription History import successfully completed,تم جلب تاريخ الوصفة الدوائية بنجاح
8606,124619,Prescription Label,علامة الوصفة الدوائية
